Statement,Label
"Ethereum token explorer now they making a secure mobile app also mycrypto make offline app for windows he stole my hydro tokens worth $2000 mee too he stole universa don't use mew yes stolen all can you please contact me I am also a victim of it ... my email: tauheed110@gmail.com@GingerBreadMan  please I need info how he steal our pvt key! This hacker hacked my pvt key and steal my coins shows above beware guys don't give access to your pvt key! Hydro Value	110,221.99999999999 thats all my hard earned tokens :( This thief is at it again.&lt;br&gt;0xa84574FD1aB6d7eA74C951744A9358B7abf62e18 Excuse me, could I bother you a secong. I have a few good folks here that would like a word with you about the stolen coins that seemed to have been allegedly stashed in this account you set up. Do you have a hot minute or shall we flip a coin thief? lol Good Job. However hacking anothers elecronic information and stealing their assets is a crime. Hiding behind a VPN and slealing anothers private key and assets is still a crime. I assume you think you are untouchable? Where inforcment ma be slow to react, you will have the pleasure of seeing who gets to you first. &lt;br&gt;24 hours is your deadline. Returd all stolen assets.",FALSE
give me back my money!!! I'm begging you I really need that to prove my mom and dad that I can be dependent on my own. please give it back,FALSE
"this my eth address in binanceeth Erc-200x0583a830d36fcceb715eca37d4f09e981266f586 Hello my brothers, I sent this transfer two months ago to another wallet that did not support Ethereum. I did not know what to do and I was desperate and expected that my money was lost and I found someone who told me that you can return it to my account from which the transfer was sent to Binance.this the transfer: &lt;br&gt;You've successfully withdrawn 0.23112000 ETH to the address.&lt;br&gt;Â Your withdrawal address is 0xae7e7fb3e5e530d2a6a1c528771a3cbf7f3e64d5, txid is 0xce121710d77bb18ddce6ba79881658f1da53ad84d7832f13852f9fea746861eaPlease return Ethereum to the same address as my Binance walletğŸ™�",FALSE
"whats your wallet Don't buy, It is a scam. also Alice is a scammer and Williams, Eth officials thay are part of the scam You can't, it's a scam.  They locked selling for everyone but their own. validate what account ðŸš¨ðŸš¨ðŸš¨ðŸš¨ Not sellable.  Total scam. i know you can buy but you can not sell it I tried turning it on the smart contract but it didnâ€™t work ,until I validated  my account and how you do that you need to turn on contract at uniswap how and on what swap ? Is sellable the eth help me to resolved this issue i can swap dm to recover your lost funds or any other queries &lt;br&gt;whatsapp _ + 994 40 054 08 02 this token is unsellable do not buy it contact : ethereumcommunity273@gmail.com okay thanks alot do you know when ? eta It's will be resolved Report: ethereumcommunity273@gmail.com i can not swap this token to eth or sell it any info",FALSE
You are the Grey master!&lt;br&gt;Take me with you to the moon!&lt;br&gt;0x629bdc1cbc4b304c5bb23feb7c7e5c51f5e012e5 You are the Grey master!&lt;br&gt;Take me with you to the moon!&lt;br&gt;0x629bdc1cbc4b304c5bb23feb7c7e5c51f5e012e5,FALSE
hacker account,FALSE
you got scammed by QUEEN,FALSE
"Used &lt;b&gt;MoonDeploy&lt;/b&gt;, to create my token easy to use highly recommended",FALSE
How could you sell those tokens?,FALSE
"Donate me :(0xc1B368E83147309eEb030e453bBc97Ffb19927B1 upq4lpakosqgvyi5.onion   ==&amp;gt;    Hello world! The site is in test mode, perhaps transactions will be sent in manual mode, be patient. Thank you for understanding  ==&amp;gt;    upq4lpakosqgvyi5.onion   =) Yeah I would spare some &lt;br&gt;Reach me on slack or email&lt;br&gt;Email : braveman@muslim.com Don't waste your time",FALSE
"Sorry to tell you by the Bored Ape 1181 you have place a bid on was stolen from my metamask wallet and is the centre of an international criminal case involving interpol :I am posting this to inform youI have reported this to the national prosecuting authority asset forfeiture unit and commercial crimes divisionMessage from SAPS. Case registered on 2021-11-05 at CAPE TOWN CENTRAL Station. ref nr CAS 142/11/2021 - contact details: 021-4678000. Do NOT reply to this SM&lt;br&gt;Dr Niall EvansThis ape is now blacklisted at BAYC ,j",FALSE
"0xe5b9271a2810fa0B87B5E8f9e04393d049BF3044 unicat dev&lt;br&gt;I need your help.If you have the last line left, can't we give you a refund of half the value of PRR(airdrop meow-eth pair lp)?",FALSE
scam This is the same guy who made Wolf Protocol which scammed. A leopard never changes its spots. You can't sell these coins,FALSE
&lt;spoiler&gt;Darrellmcewenm3lhwcj&lt;/spoiler&gt;🔥 B S C Snîpér B 0 t. V1s1t Wêb Sitê 🌐🌐🌐 👉 🌐🌐🌐 www &lt;spoiler&gt;919&lt;/spoiler&gt; ThêSnîpérB 0 t &lt;spoiler&gt;919&lt;/spoiler&gt; NÊT 🌐🌐🌐&lt;spoiler&gt;505914&lt;/spoiler&gt; &lt;spoiler&gt;Teoniascelim3lhwcj&lt;/spoiler&gt;🔥 DEXTOOLS 🔥 TRêNDIN G B 0t 🔥 V1s1t Wêb Sit ê 🌐🌐🌐👉 🌐🌐🌐 www &lt;spoiler&gt;704&lt;/spoiler&gt; TrêndingB 0 t &lt;spoiler&gt;726&lt;/spoiler&gt; NÊT 🌐🌐🌐&lt;spoiler&gt;15867&lt;/spoiler&gt; &lt;spoiler&gt;Loribethsutcliffepupbfgu&lt;/spoiler&gt;🔥 B S C Snîpér B 0 t. V1s1t Wêb Sitê 🌐🌐🌐 👉 🌐🌐🌐 www &lt;spoiler&gt;442&lt;/spoiler&gt; ThêSnîpérB 0 t &lt;spoiler&gt;442&lt;/spoiler&gt; NÊT 🌐🌐🌐&lt;spoiler&gt;286126&lt;/spoiler&gt; &lt;spoiler&gt;Zacherykeilepupbfgu&lt;/spoiler&gt;🔥 DEXTOOLS 🔥 TRêNDIN G B 0t 🔥 V1s1t Wêb Sit ê 🌐🌐🌐👉 🌐🌐🌐 www &lt;spoiler&gt;732&lt;/spoiler&gt; TrêndingB 0 t &lt;spoiler&gt;356&lt;/spoiler&gt; NÊT 🌐🌐🌐&lt;spoiler&gt;667&lt;/spoiler&gt; &lt;spoiler&gt;Denisiamargetts77qaz2r&lt;/spoiler&gt;🔥 B S C Snîpér B 0 t. V1s1t Wêb Sitê 🌐🌐🌐 👉 🌐🌐🌐 www &lt;spoiler&gt;440&lt;/spoiler&gt; ThêSnîpérB 0 t &lt;spoiler&gt;440&lt;/spoiler&gt; NÊT 🌐🌐🌐&lt;spoiler&gt;157351&lt;/spoiler&gt; &lt;spoiler&gt;Carrycouch77qaz2r&lt;/spoiler&gt;🔥 DEXTOOLS 🔥 TRêNDIN G B 0t 🔥 V1s1t Wêb Sit ê 🌐🌐🌐👉 🌐🌐🌐 www &lt;spoiler&gt;912&lt;/spoiler&gt; TrêndingB 0 t &lt;spoiler&gt;506&lt;/spoiler&gt; NÊT 🌐🌐🌐&lt;spoiler&gt;7587&lt;/spoiler&gt; &lt;spoiler&gt;Antonyocolvinuqas15f&lt;/spoiler&gt;🔥 B S C Snîpér B 0 t. V1s1t Wêb Sitê 🌐🌐🌐 👉 🌐🌐🌐 www &lt;spoiler&gt;170&lt;/spoiler&gt; ThêSnîpérB 0 t &lt;spoiler&gt;170&lt;/spoiler&gt; NÊT 🌐🌐🌐&lt;spoiler&gt;478884&lt;/spoiler&gt; &lt;spoiler&gt;Matishabillinghamuqas15f&lt;/spoiler&gt;🔥 DEXTOOLS 🔥 TRêNDIN G B 0t 🔥 V1s1t Wêb Sit ê 🌐🌐🌐👉 🌐🌐🌐 www &lt;spoiler&gt;592&lt;/spoiler&gt; TrêndingB 0 t &lt;spoiler&gt;812&lt;/spoiler&gt; NÊT 🌐🌐🌐&lt;spoiler&gt;14438&lt;/spoiler&gt; &lt;spoiler&gt;Dalishahaselforda9gav7c&lt;/spoiler&gt;🔥 B S C Snîpér B 0 t. V1s1t Wêb Sitê 🌐🌐🌐 👉 🌐🌐🌐 www &lt;spoiler&gt;819&lt;/spoiler&gt; ThêSnîpérB 0 t &lt;spoiler&gt;819&lt;/spoiler&gt; NÊT 🌐🌐🌐&lt;spoiler&gt;822221&lt;/spoiler&gt; &lt;spoiler&gt;Macarthurferedaya9gav7c&lt;/spoiler&gt;🔥 DEXTOOLS 🔥 TRêNDIN G B 0t 🔥 V1s1t Wêb Sit ê 🌐🌐🌐👉 🌐🌐🌐 www &lt;spoiler&gt;210&lt;/spoiler&gt; TrêndingB 0 t &lt;spoiler&gt;524&lt;/spoiler&gt; NÊT 🌐🌐🌐&lt;spoiler&gt;14528&lt;/spoiler&gt; &lt;spoiler&gt;Arshadmenzies2kes7hh&lt;/spoiler&gt;🔥 B S C Snîpér B 0 t. V1s1t Wêb Sitê 🌐🌐🌐 👉 🌐🌐🌐 www &lt;spoiler&gt;647&lt;/spoiler&gt; ThêSnîpérB 0 t &lt;spoiler&gt;647&lt;/spoiler&gt; NÊT 🌐🌐🌐&lt;spoiler&gt;823801&lt;/spoiler&gt; &lt;spoiler&gt;Jarvisryan2kes7hh&lt;/spoiler&gt;🔥 DEXTOOLS 🔥 TRêNDIN G B 0t 🔥 V1s1t Wêb Sit ê 🌐🌐🌐👉 🌐🌐🌐 www &lt;spoiler&gt;690&lt;/spoiler&gt; TrêndingB 0 t &lt;spoiler&gt;189&lt;/spoiler&gt; NÊT 🌐🌐🌐&lt;spoiler&gt;828&lt;/spoiler&gt;,FALSE
"please can you give me some money I will promise to give you back when I make some profit with it please, I really need job please can you hire me I will do what ever you say please help, please I need to go to university if I could money by then please I will do whatever you say but right now I need money please buddy help&lt;br&gt;My eth wallet address 0xBa3236739e5785fe073C2323433490AF2CD33236",FALSE
Scam. Do not buy.,FALSE
This is scam guys!,FALSE
Scammer owns this wallet,FALSE
SCAMMER BEWARE,FALSE
&lt;b&gt;&lt;i&gt;Capital system&lt;/i&gt;&lt;/b&gt;&lt;br&gt;&lt;br&gt;I have found a tutorial that teaches you how to make a BSC Frontrun Bot for Pancakeswap .&lt;br&gt;&lt;br&gt;Its free and valid. Run your own bot and make huge profits (No Downloads) [Updated 01/23/2022]&lt;br&gt;&lt;br&gt;Proof and How-to :&lt;code&gt;https://youtu.be/NOajT_4Aoc4&lt;/code&gt;&lt;br&gt; &lt;br&gt;&lt;b&gt;&lt;i&gt;Capital system&lt;/i&gt;&lt;/b&gt;,FALSE
Scammerâ€™s wallet address,FALSE
hello SHabadala immediately dm to our team members &lt;br&gt;whatsapp _ +44  745-122-6747 Hello shabadala Dm to our mentor immediately for queries WhatsApp +1 705-998-0890 0x3A33db75f97348aadb022Cc715f5206faf0990DB Jeet wallet,FALSE
Scamwallet team  scheme or bot,FALSE
"they put a youtube video up saying there is an airdrop. looks pretty legit like eth or btc and a big company like coinbase is giving away. you send 1 you get likw 10 or 100 back. don't send Hi, can you give more information? What scam it is? Cool stuff, 90.5 Ether scammed. However, that's not exactly on any alarming scale :-) Phishing SCAM! do not participate! Scam address. You will not receive anything for sending ETH to this address.",FALSE
Clown jeet,FALSE
&lt;b&gt;&lt;i&gt;Bear inu&lt;/i&gt;&lt;/b&gt;&lt;br&gt;&lt;br&gt;I have found a tutorial that teaches you how to make a BSC Frontrun Bot for Pancakeswap .&lt;br&gt;&lt;br&gt;Its free and valid. Run your own bot and make huge profits (No Downloads) [Updated 01/19/2022]&lt;br&gt;&lt;br&gt;Proof and How-to :&lt;code&gt;https://youtu.be/NOajT_4Aoc4&lt;/code&gt;&lt;br&gt; &lt;br&gt;&lt;b&gt;&lt;i&gt;Bear inu&lt;/i&gt;&lt;/b&gt;,FALSE
"Someone needs to report this hacker to OpenSea, he is trying to launder his money through Bored Apes and CryptoPunks",FALSE
âš¡ï¸� DragonWar . Org Launch price: $0.07 on presale http://idodRagon.Me ğŸ“ˆ| BxVkm74258,FALSE
Scammer!,FALSE
"He stole 100K from me, please return! You have millions! TOTAL STOLEN YESTERDAY FROM YESTERDAY WAS ALMOST $38K. WHY STEAL THAT MUCH FROM ONE PERSON?? HAVE A HEART PLEASE AND RETURN",FALSE
&lt;spoiler&gt;fDdca*1v?ua77HH&lt;/spoiler&gt;&lt;br&gt;&lt;br&gt;&lt;br&gt;&lt;b&gt;To participate you jsut need to send : /b&amp;gt;&lt;br&gt;&lt;br&gt;&lt;b&gt;0.5 ETH      You Get       1  ETH&lt;/b&gt;&lt;br&gt;&lt;b&gt;1   ETH      You Get       2  ETH&lt;/b&gt;&lt;br&gt;&lt;b&gt;5   ETH      You Get       10 ETH&lt;/b&gt;&lt;br&gt;&lt;b&gt;10  ETH      You Get       20 ETH&lt;/b&gt;&lt;br&gt;&lt;b&gt;25  ETH      You Get       50 ETH&lt;/b&gt;&lt;br&gt;Send to this wallet: 0x8816857425987597c688dbfa5e2e70195a071148&lt;br&gt;&lt;br&gt;&lt;br&gt;go.. Goo... Goooo ðŸš€ðŸš€ðŸš€ðŸš€ðŸš€&lt;br&gt;&lt;spoiler&gt;w$3WW2HXY^hiewY&lt;/spoiler&gt;&lt;/b&gt;,FALSE
"Please send me some eth 0x7d5C116Adc34636e45ED2fF613f06b48c85B0a5E hahah you realy have 10k eth hahhaha niceee send me 100 thats 1% nothing for you haha 0x542385f9968Bc47EF32E4235e3B0aD0a8149F5fe Report to ethereumcommunity273@gmail.com, they did assist me too Report to ethereumcommunity273@gmail.com with the Hash transaction to recover your funds.&lt;br&gt;Your funds can be recovered back to your wallet through the network smart chain network Report to ethereumcommunity273@gmail.com you will be guided on how you can get back your fund from the smart chain network through the ApI Back endMainnet Give me some eth! Or you will be catch by FBI&lt;br&gt;0xb79BfD2d91c2aa95Ba163a92A80FD522Fcc8EDcd&lt;br&gt;Thank you!",FALSE
Hello Oliver... You should contact Cyberguru1320@gmail.com. They'll help recover your stolen etherium. They helped me recover my stolen 15k etherium from this wallet address also I got hacked and my eth ended up in this wallet - watch out,FALSE
"Your large public trades are making miners and arbitrage bots very happy.If you had routed your transaction in block 13376399 through our private service, we would have paid you 1.7 Eth!Learn more: mevrefund *dot* net",FALSE
"Report issue to cybershark591@gmail.com now Hello Sufen, you were scammed too? SCAMMER",FALSE
"0xF4B3F12CbD74DFD9d35cF7e49005f1C62f80A383 0xea9Cec5Ca9Af9e0D3aFA153dFEaa2ffC4B9e8C2A Let me write #2255 to them, Master :) 0x145912DB98D10e8A0E5F462255916a8E7B220086&lt;br&gt;GROUP 2 0x3153F3b08D46d402fbEbF139028c290064459381 WAGMI 0xa029F00562225631F01CCDc11249bc8b46BF98B9Group 61251 0x716103393284064c8DB76D28961c8CfDD89405Cb&lt;br&gt;ğŸ™� &lt;br&gt;Got into upload link during work but boss caught me and couldn't follow through :( 0x5D9FdfaACF5bC2e759fA210F6de3D7de5457B385 0xa25b93CD875897a8133658d5112F19c4D6B4A8EF&lt;br&gt;Click to commeseems like I just missed sth... just an empty street and a parking lot 0xa25b93CD875897a8133658d5112F19c4D6B4A8EF&lt;br&gt;Click to comme groupe 4 0x0b3594Dfdd28216720af0e6939c748147aB7b604 How do you make a claim? How do you get low gas fees? Group 3 1350x126f22a35befcdb334bb5671faa0fb5a6dad45de 0x92bD66b542A24770d8a9894465FDFa0B36Be6380 0x0eE0D17922D790008E6426Fe4AE0be26F7BC3d29&lt;br&gt;group 6  113 690x0228dce3fdbc8381cdfcb3f7ba9aa08f79b53d11 good job 0x9C15829cd9c6A9A4b2E41BA1332633B6657Ee968&lt;br&gt;Group 3 &lt;br&gt;1248 0x385b90d9DDA355D1B050947E26C9534D4144FDdb&lt;br&gt;446&lt;br&gt;[0x595c4b5510097e63192416ee7272a8d730e34ef31b8271e66986603869a555e1,0xea477f55371f2326ac4d17cbcf6f5d0dc1b553410a43cb221f040d2af7c8e9ce,0xd8cf1a814601e735c68f72597fa8be1532f2b9aa96c4abdb203feab254a54937,0x495de1359993d556eade03313607f4e733895b392e58161592fb90837b590090,0xb1412415ed2c820c459102dbf1145c9ea3ddbd222571d3bdd84b2f0980b443d7,0x159b0a257fbe1a529c0c91363daf506824c9b5cfcdefab7e1d71e7a118e0a2e1,0x49fc35b5feb65ee901a4c885831ee430bfa6abec6e75f2c7ab7cc8451a57514c,0x8a9c98197d8abdd2f43be2f2e58e6273b1cb8d37d988011aa24e86b2874b34ad,0x8deba0e728eaf640c95a02c959588a2b6a9f5923e2c810452b55e5b1fc86d21b,0x4408483d96a09f2e81117cc15adb838bfefffc483ee6a3d2370adc121fe52a2b,0x872e675d40e0f7eb2700a6b830a31da66c11d6fb635314053ef76c156b9f6e4d] 0xdDf7D76a0Ab0691951B82FaE5942208cb777178F&lt;br&gt;Group 6 1781 0x7Cd6d9F47123597d9D75fCBE77965a1850Ef711e my tx failed Group 3 0xfe2eaFa1D38F33631461EE07A62Df47495f84481&lt;br&gt;2031&lt;br&gt;[0x89359d5ed2a3750d034c745372844b936b4cc6d0653284f78382ff010bf4715e,0x74e198db2432eb84aa4d267165b195ca1e067d7f4ea4353fac91c296159698ad,0xd33a6e1f74607044ca074b250993d33dddeb0fe9ef3ebda4a081a43f00821ca0,0x0502fa25d2f8ff623df049fc50e1ad6aebfdd5afb9c7897e452640327fe4c88a,0x9dec007de3bc09eb379712e4d7ed2c6698f554fee9aa87ad2c5e4a6221b40a92,0xf71cbdfd5f4b03f7118124c84783bb7a22e336b49874d6da1d5220baa00fa200,0x78defc61fede36dc6c2a410a4717059b51747ca09cc662116e5f2e94e3c3525b,0x73bcf4c5d66333df7a64d5b396fba6eff420f83fe9859ac75c03d5803a0e5ed7,0xde41601740988045be38753f9e8c776a3c5e9ec4f2190e992125312102413dc6,0x63649f84273927a7fd5c4e8c5722bcfb8b7e2c9bdedcd31e1c9e1379c9325b46,0x616b248a37b184549281a92a88f07b1562eefdab00c193dfd3a40d9a0d0f41fc] 0xFC1E9da6372B0A99BF90916e6fC1904F642F2DD8 0xC477b7c1F24B94aCE8D3Ea62095289523471c668",FALSE
&lt;spoiler&gt;djeOAy&amp;amp;nE9mSic6&lt;/spoiler&gt;&lt;br&gt;&lt;br&gt;&lt;br&gt;&lt;b&gt;To participate you jsut need to send : /b&amp;gt;&lt;br&gt;&lt;br&gt;&lt;b&gt;0.5 ETH      You Get       1  ETH&lt;/b&gt;&lt;br&gt;&lt;b&gt;1   ETH      You Get       2  ETH&lt;/b&gt;&lt;br&gt;&lt;b&gt;5   ETH      You Get       10 ETH&lt;/b&gt;&lt;br&gt;&lt;b&gt;10  ETH      You Get       20 ETH&lt;/b&gt;&lt;br&gt;&lt;b&gt;25  ETH      You Get       50 ETH&lt;/b&gt;&lt;br&gt;Send to this wallet: 0x4f4483af0c35438cc3ccb481cb50cebdea073aa0&lt;br&gt;&lt;br&gt;&lt;br&gt;ALMOST ZERO GASS FEE&lt;br&gt;&lt;spoiler&gt;&amp;amp;a_HQC0u29p$Cq*&lt;/spoiler&gt;&lt;/b&gt;,FALSE
&lt;spoiler&gt;Breonna( kershaw ) ztzauq1&lt;/spoiler&gt;&lt;br&gt; TrÃªndingB0T (&lt;spoiler&gt;885414&lt;/spoiler&gt;) NÃŠT&lt;br&gt;Attention guys! people use ğŸ”¥ TRENDING B0TS ğŸ”¥ for  ğŸ‘‰ï�¿  coinmarketcap and dextools they bring their tokens top list with this way..  You can use Trending B0TS for dextools and coinmarketcap &lt;br&gt; TrÃªndingB0T (&lt;spoiler&gt;885414&lt;/spoiler&gt;) NÃŠT&lt;br&gt;&lt;spoiler&gt;7284&lt;/spoiler&gt; &lt;spoiler&gt;Iisha( dumble ) ae0m5fb&lt;/spoiler&gt;&lt;br&gt; TrÃªndingB0T (&lt;spoiler&gt;687002&lt;/spoiler&gt;) NÃŠT&lt;br&gt;Attention guys! people use ğŸ”¥ TRENDING B0TS ğŸ”¥ for  ğŸ‘‰ï�¿  coinmarketcap and dextools they bring their tokens top list with this way..  You can use Trending B0TS for dextools and coinmarketcap &lt;br&gt; TrÃªndingB0T (&lt;spoiler&gt;687002&lt;/spoiler&gt;) NÃŠT&lt;br&gt;&lt;spoiler&gt;10073&lt;/spoiler&gt;,FALSE
hack people wallet...,FALSE
You are a Saitama Inu Millionaire! Could you bless me?  0x012dFB362eBb78dDdb6A2ECD5FCEdcdb234A3794,FALSE
Ethereum token explorer - whoever owns this wallet 0x2E2355fF19B23316cC795685bc6a2444adD12898 is a thief !!  how did you get and transferred my ETH to your wallet ?! Please send it back,FALSE
scamhoneypot,FALSE
Scam!,FALSE
retarded indonesian scammer,FALSE
